Year,District,Select Offense Under,Cases
2019,Parbhani,"The Citizenship Act, 1955",0
2019,Parbhani,"The Representation of the People Act, 1951",3
2019,Parbhani,Crime Against Women and Related Acts,44
2019,Parbhani,Children Related Acts,475
2019,Parbhani,Scheduled Castes and Scheduled Tribes Related Acts,23
2019,Parbhani,Information Technology/ Intellectual Property Related Acts,95
2019,Parbhani,"The Negotiable Instruments Act, 1881",0
2019,Parbhani,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Parbhani,"Prevention of Corruption Act, 1988",58
2019,Parbhani,Finance & Economic Acts,60
2019,Parbhani,Environment & Pollution Related Acts,59
2019,Parbhani,Railway Related Acts,0
2019,Parbhani,Telegraph/ Cinematograph Acts,0
2019,Parbhani,"Food, Drugs and Essential Commodities Acts",27
2019,Parbhani,"The Mental Health Act, 1987",0
2019,Pune,"The Arms Act, 1959",210
2019,Pune,"The Narcotic Drugs & Psychotropic Substances Act, 1985",174
2019,Pune,The Gambling Act,1278
2019,Pune,"The Excise Act, 1944",0
2019,Pune,Prohibition Act (State),4495
2019,Pune,Indian Railways Act,0
2019,Pune,Essential Commodities Act,18
2019,Pune,"The Antiques and Art Treasures Act, 1972",0
2019,Pune,"The Copy Right Act, 1957",27
2019,Pune,"The Information Technology Act, 2000",77
2019,Pune,"The Electricity Act, 2003",266
2019,Pune,Wildlife Protection Act,24
2019,Pune,Environmental (Protection) Act,0
2019,Pune,The Air & The Water Prevention & Control of Pollution Act,0
2019,Pune,Railway Property (Unlawful Possession) Act,0
2019,Pune,"The Prevention of Damage to Public Property Act, 1984",35
2019,Pune,"The Transplantation of Human Organs Act, 1994",0
2019,Pune,"The Trade Marks Act, 1999",0
2019,Pune,"The Citizenship Act, 1955",0
2019,Pune,"The Representation of the People Act, 1951",4
2019,Pune,Crime Against Women and Related Acts,59
2019,Pune,Children Related Acts,656
2019,Pune,Scheduled Castes and Scheduled Tribes Related Acts,8
2019,Pune,Information Technology/ Intellectual Property Related Acts,104
2019,Pune,"The Negotiable Instruments Act, 1881",0
2019,Pune,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Pune,"Prevention of Corruption Act, 1988",65
2019,Pune,Finance & Economic Acts,65
2019,Pune,Environment & Pollution Related Acts,96
2019,Pune,Railway Related Acts,0
2019,Pune,Telegraph/ Cinematograph Acts,0
2019,Pune,"Food, Drugs and Essential Commodities Acts",32
2019,Pune,"The Mental Health Act, 1987",0
2019,Raigad,"The Arms Act, 1959",5
2019,Raigad,"The Narcotic Drugs & Psychotropic Substances Act, 1985",7
2019,Raigad,The Gambling Act,75
2019,Raigad,"The Excise Act, 1944",0
2019,Raigad,Prohibition Act (State),258
2019,Raigad,Indian Railways Act,0
2019,Raigad,Essential Commodities Act,3
2019,Raigad,"The Antiques and Art Treasures Act, 1972",0
2019,Raigad,"The Copy Right Act, 1957",1
2019,Raigad,"The Information Technology Act, 2000",2
2019,Raigad,"The Electricity Act, 2003",23
2019,Raigad,Wildlife Protection Act,0
2019,Raigad,Environmental (Protection) Act,3
2019,Raigad,The Air & The Water Prevention & Control of Pollution Act,0
2019,Raigad,Railway Property (Unlawful Possession) Act,0
2019,Raigad,"The Prevention of Damage to Public Property Act, 1984",0
2019,Raigad,"The Transplantation of Human Organs Act, 1994",0
2019,Raigad,"The Trade Marks Act, 1999",0
2019,Raigad,"The Citizenship Act, 1955",0
2019,Raigad,"The Representation of the People Act, 1951",3
2019,Raigad,Crime Against Women and Related Acts,1
2019,Raigad,Children Related Acts,32
2019,Raigad,Scheduled Castes and Scheduled Tribes Related Acts,3
2019,Raigad,Information Technology/ Intellectual Property Related Acts,3
2019,Raigad,"The Negotiable Instruments Act, 1881",0
2019,Raigad,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Raigad,"Prevention of Corruption Act, 1988",8
2019,Raigad,Finance & Economic Acts,8
2019,Raigad,Environment & Pollution Related Acts,3
2019,Raigad,Railway Related Acts,0
2019,Raigad,Telegraph/ Cinematograph Acts,0
2019,Raigad,"Food, Drugs and Essential Commodities Acts",3
2019,Raigad,"The Mental Health Act, 1987",0
2019,Ratnagiri,"The Arms Act, 1959",6
2019,Ratnagiri,"The Narcotic Drugs & Psychotropic Substances Act, 1985",6
2019,Ratnagiri,The Gambling Act,73
2019,Ratnagiri,"The Excise Act, 1944",0
2019,Ratnagiri,Prohibition Act (State),422
2019,Ratnagiri,Indian Railways Act,0
2019,Ratnagiri,Essential Commodities Act,2
2019,Ratnagiri,"The Antiques and Art Treasures Act, 1972",0
2019,Ratnagiri,"The Copy Right Act, 1957",0
2019,Ratnagiri,"The Information Technology Act, 2000",4
2019,Ratnagiri,"The Electricity Act, 2003",1
2019,Ratnagiri,Wildlife Protection Act,1
2019,Ratnagiri,Environmental (Protection) Act,0
2019,Ratnagiri,The Air & The Water Prevention & Control of Pollution Act,0
2019,Ratnagiri,Railway Property (Unlawful Possession) Act,0
2019,Ratnagiri,"The Prevention of Damage to Public Property Act, 1984",7
2019,Ratnagiri,"The Transplantation of Human Organs Act, 1994",0
2019,Ratnagiri,"The Trade Marks Act, 1999",0
2019,Ratnagiri,"The Citizenship Act, 1955",0
2019,Ratnagiri,"The Representation of the People Act, 1951",5
2019,Ratnagiri,Crime Against Women and Related Acts,2
2019,Ratnagiri,Children Related Acts,59
2019,Ratnagiri,Scheduled Castes and Scheduled Tribes Related Acts,1
2019,Ratnagiri,Information Technology/ Intellectual Property Related Acts,4
2019,Ratnagiri,"The Negotiable Instruments Act, 1881",0
2019,Ratnagiri,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Ratnagiri,"Prevention of Corruption Act, 1988",9
2019,Ratnagiri,Finance & Economic Acts,9
2019,Ratnagiri,Environment & Pollution Related Acts,1
2019,Ratnagiri,Railway Related Acts,0
2019,Ratnagiri,Telegraph/ Cinematograph Acts,0
2019,Ratnagiri,"Food, Drugs and Essential Commodities Acts",6
2019,Ratnagiri,"The Mental Health Act, 1987",0
2019,Sangli,"The Arms Act, 1959",72
2019,Sangli,"The Narcotic Drugs & Psychotropic Substances Act, 1985",76
2019,Sangli,The Gambling Act,480
2019,Sangli,"The Excise Act, 1944",0
2019,Sangli,Prohibition Act (State),792
2019,Sangli,Indian Railways Act,0
2019,Sangli,Essential Commodities Act,5
2019,Sangli,"The Antiques and Art Treasures Act, 1972",0
2019,Sangli,"The Copy Right Act, 1957",7
2019,Sangli,"The Information Technology Act, 2000",10
2019,Sangli,"The Electricity Act, 2003",4
2019,Sangli,Wildlife Protection Act,3
2019,Sangli,Environmental (Protection) Act,0
2019,Sangli,The Air & The Water Prevention & Control of Pollution Act,0
2019,Sangli,Railway Property (Unlawful Possession) Act,0
2019,Sangli,"The Prevention of Damage to Public Property Act, 1984",8
2019,Sangli,"The Transplantation of Human Organs Act, 1994",0
2019,Sangli,"The Trade Marks Act, 1999",0
2019,Sangli,"The Citizenship Act, 1955",0
2019,Sangli,"The Representation of the People Act, 1951",4
2019,Sangli,Crime Against Women and Related Acts,1
2019,Sangli,Children Related Acts,170
2019,Sangli,Scheduled Castes and Scheduled Tribes Related Acts,25
2019,Sangli,Information Technology/ Intellectual Property Related Acts,17
2019,Sangli,"The Negotiable Instruments Act, 1881",0
2019,Sangli,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Sangli,"Prevention of Corruption Act, 1988",22
2019,Sangli,Finance & Economic Acts,22
2019,Sangli,Environment & Pollution Related Acts,5
2019,Sangli,Railway Related Acts,0
2019,Sangli,Telegraph/ Cinematograph Acts,0
2019,Sangli,"Food, Drugs and Essential Commodities Acts",5
2019,Sangli,"The Mental Health Act, 1987",0
2019,Satara,"The Arms Act, 1959",25
2019,Satara,"The Narcotic Drugs & Psychotropic Substances Act, 1985",23
2019,Satara,The Gambling Act,673
2019,Satara,"The Excise Act, 1944",0
2019,Satara,Prohibition Act (State),1365
2019,Satara,Indian Railways Act,0
2019,Satara,Essential Commodities Act,3
2019,Satara,"The Antiques and Art Treasures Act, 1972",0
2019,Satara,"The Copy Right Act, 1957",2
2019,Satara,"The Information Technology Act, 2000",2
2019,Satara,"The Electricity Act, 2003",99
2019,Satara,Wildlife Protection Act,1
2019,Satara,Environmental (Protection) Act,1
2019,Satara,The Air & The Water Prevention & Control of Pollution Act,0
2019,Satara,Railway Property (Unlawful Possession) Act,0
2019,Satara,"The Prevention of Damage to Public Property Act, 1984",6
2019,Satara,"The Transplantation of Human Organs Act, 1994",0
2019,Satara,"The Trade Marks Act, 1999",0
2019,Satara,"The Citizenship Act, 1955",0
2019,Satara,"The Representation of the People Act, 1951",4
2019,Satara,Crime Against Women and Related Acts,0
2019,Satara,Children Related Acts,213
2019,Satara,Scheduled Castes and Scheduled Tribes Related Acts,28
2019,Satara,Information Technology/ Intellectual Property Related Acts,4
2019,Satara,"The Negotiable Instruments Act, 1881",0
2019,Satara,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Satara,"Prevention of Corruption Act, 1988",27
2019,Satara,Finance & Economic Acts,27
2019,Satara,Environment & Pollution Related Acts,39
2019,Satara,Railway Related Acts,0
2019,Satara,Telegraph/ Cinematograph Acts,0
2019,Satara,"Food, Drugs and Essential Commodities Acts",7
2019,Satara,"The Mental Health Act, 1987",0
2019,Sindhudurg,"The Arms Act, 1959",38
2019,Sindhudurg,"The Narcotic Drugs & Psychotropic Substances Act, 1985",3
2019,Sindhudurg,The Gambling Act,487
2019,Sindhudurg,"The Excise Act, 1944",0
2019,Sindhudurg,Prohibition Act (State),1918
2019,Sindhudurg,Indian Railways Act,0
2019,Sindhudurg,Essential Commodities Act,37
2019,Sindhudurg,"The Antiques and Art Treasures Act, 1972",0
2019,Sindhudurg,"The Copy Right Act, 1957",1
2019,Sindhudurg,"The Information Technology Act, 2000",13
2019,Sindhudurg,"The Electricity Act, 2003",16
2019,Sindhudurg,Wildlife Protection Act,1
2019,Sindhudurg,Environmental (Protection) Act,4
2019,Sindhudurg,The Air & The Water Prevention & Control of Pollution Act,0
2019,Sindhudurg,Railway Property (Unlawful Possession) Act,0
2019,Sindhudurg,"The Prevention of Damage to Public Property Act, 1984",3
2019,Sindhudurg,"The Transplantation of Human Organs Act, 1994",0
2019,Sindhudurg,"The Trade Marks Act, 1999",0
2019,Sindhudurg,"The Citizenship Act, 1955",0
2019,Sindhudurg,"The Representation of the People Act, 1951",10
2019,Sindhudurg,Crime Against Women and Related Acts,1
2019,Sindhudurg,Children Related Acts,86
2019,Sindhudurg,Scheduled Castes and Scheduled Tribes Related Acts,4
2019,Sindhudurg,Information Technology/ Intellectual Property Related Acts,14
2019,Sindhudurg,"The Negotiable Instruments Act, 1881",0
2019,Sindhudurg,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Sindhudurg,"Prevention of Corruption Act, 1988",27
2019,Sindhudurg,Finance & Economic Acts,27
2019,Sindhudurg,Environment & Pollution Related Acts,6
2019,Sindhudurg,Railway Related Acts,0
2019,Sindhudurg,Telegraph/ Cinematograph Acts,0
2019,Sindhudurg,"Food, Drugs and Essential Commodities Acts",37
2019,Sindhudurg,"The Mental Health Act, 1987",0
2019,Solapur,"The Arms Act, 1959",215
2019,Solapur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",206
2019,Solapur,The Gambling Act,1863
2019,Solapur,"The Excise Act, 1944",0
2019,Solapur,Prohibition Act (State),6022
2019,Solapur,Indian Railways Act,1
2019,Solapur,Essential Commodities Act,38
2019,Solapur,"The Antiques and Art Treasures Act, 1972",0
2019,Solapur,"The Copy Right Act, 1957",11
2019,Solapur,"The Information Technology Act, 2000",168
2019,Solapur,"The Electricity Act, 2003",1342
2019,Solapur,Wildlife Protection Act,38
2019,Solapur,Environmental (Protection) Act,1
2019,Solapur,The Air & The Water Prevention & Control of Pollution Act,0
2019,Solapur,Railway Property (Unlawful Possession) Act,0
2019,Solapur,"The Prevention of Damage to Public Property Act, 1984",67
2019,Solapur,"The Transplantation of Human Organs Act, 1994",0
2019,Solapur,"The Trade Marks Act, 1999",0
2019,Solapur,"The Citizenship Act, 1955",0
2019,Solapur,"The Representation of the People Act, 1951",10
2019,Solapur,Crime Against Women and Related Acts,5
2019,Solapur,Children Related Acts,762
2019,Solapur,Scheduled Castes and Scheduled Tribes Related Acts,48
2019,Solapur,Information Technology/ Intellectual Property Related Acts,179
2019,Solapur,"The Negotiable Instruments Act, 1881",0
2019,Solapur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Solapur,"Prevention of Corruption Act, 1988",77
2019,Solapur,Finance & Economic Acts,77
2019,Solapur,Environment & Pollution Related Acts,90
2019,Solapur,Railway Related Acts,1
2019,Solapur,Telegraph/ Cinematograph Acts,0
2019,Solapur,"Food, Drugs and Essential Commodities Acts",45
2019,Solapur,"The Mental Health Act, 1987",0
2019,Thane,"The Arms Act, 1959",19
2019,Thane,"The Narcotic Drugs & Psychotropic Substances Act, 1985",75
2019,Thane,The Gambling Act,70
2019,Thane,"The Excise Act, 1944",0
2019,Thane,Prohibition Act (State),1047
2019,Thane,Indian Railways Act,0
2019,Thane,Essential Commodities Act,0
2019,Thane,"The Antiques and Art Treasures Act, 1972",0
2019,Thane,"The Copy Right Act, 1957",6
2019,Thane,"The Information Technology Act, 2000",8
2019,Thane,"The Electricity Act, 2003",188
2019,Thane,Wildlife Protection Act,3
2019,Thane,Environmental (Protection) Act,9
2019,Thane,The Air & The Water Prevention & Control of Pollution Act,0
2019,Thane,Railway Property (Unlawful Possession) Act,0
2019,Thane,"The Prevention of Damage to Public Property Act, 1984",4
2019,Thane,"The Transplantation of Human Organs Act, 1994",0
2019,Thane,"The Trade Marks Act, 1999",0
2019,Thane,"The Citizenship Act, 1955",0
2019,Thane,"The Representation of the People Act, 1951",2
2019,Thane,Crime Against Women and Related Acts,5
2019,Thane,Children Related Acts,124
2019,Thane,Scheduled Castes and Scheduled Tribes Related Acts,1
2019,Thane,Information Technology/ Intellectual Property Related Acts,14
2019,Thane,"The Negotiable Instruments Act, 1881",0
2019,Thane,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Thane,"Prevention of Corruption Act, 1988",6
2019,Thane,Finance & Economic Acts,6
2019,Thane,Environment & Pollution Related Acts,23
2019,Thane,Railway Related Acts,0
2019,Thane,Telegraph/ Cinematograph Acts,0
2019,Thane,"Food, Drugs and Essential Commodities Acts",2
2019,Thane,"The Mental Health Act, 1987",0
2019,Wardha,"The Arms Act, 1959",93
2019,Wardha,"The Narcotic Drugs & Psychotropic Substances Act, 1985",9
2019,Wardha,The Gambling Act,322
2019,Wardha,"The Excise Act, 1944",0
2019,Wardha,Prohibition Act (State),5754
2019,Wardha,Indian Railways Act,0
2019,Wardha,Essential Commodities Act,1
2019,Wardha,"The Antiques and Art Treasures Act, 1972",0
2019,Wardha,"The Copy Right Act, 1957",0
2019,Wardha,"The Information Technology Act, 2000",8
2019,Wardha,"The Electricity Act, 2003",37
2019,Wardha,Wildlife Protection Act,0
2019,Wardha,Environmental (Protection) Act,0
2019,Wardha,The Air & The Water Prevention & Control of Pollution Act,0
2019,Wardha,Railway Property (Unlawful Possession) Act,0
2019,Wardha,"The Prevention of Damage to Public Property Act, 1984",5
2019,Wardha,"The Transplantation of Human Organs Act, 1994",0
2019,Wardha,"The Trade Marks Act, 1999",0
2019,Wardha,"The Citizenship Act, 1955",0
2019,Wardha,"The Representation of the People Act, 1951",1
2019,Wardha,Crime Against Women and Related Acts,1
2019,Wardha,Children Related Acts,102
2019,Wardha,Scheduled Castes and Scheduled Tribes Related Acts,0
2019,Wardha,Information Technology/ Intellectual Property Related Acts,8
2019,Wardha,"The Negotiable Instruments Act, 1881",0
2019,Wardha,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Wardha,"Prevention of Corruption Act, 1988",9
2019,Wardha,Finance & Economic Acts,9
2019,Wardha,Environment & Pollution Related Acts,1
2019,Wardha,Railway Related Acts,0
2019,Wardha,Telegraph/ Cinematograph Acts,0
2019,Wardha,"Food, Drugs and Essential Commodities Acts",1
2019,Wardha,"The Mental Health Act, 1987",0
2019,Washim,"The Arms Act, 1959",18
2019,Washim,"The Narcotic Drugs & Psychotropic Substances Act, 1985",5
2019,Washim,The Gambling Act,771
2019,Washim,"The Excise Act, 1944",0
2019,Washim,Prohibition Act (State),1829
2019,Washim,Indian Railways Act,0
2019,Washim,Essential Commodities Act,7
2019,Washim,"The Antiques and Art Treasures Act, 1972",0
2019,Washim,"The Copy Right Act, 1957",0
2019,Washim,"The Information Technology Act, 2000",3
2019,Washim,"The Electricity Act, 2003",26
2019,Washim,Wildlife Protection Act,0
2019,Washim,Environmental (Protection) Act,0
2019,Washim,The Air & The Water Prevention & Control of Pollution Act,0
2019,Washim,Railway Property (Unlawful Possession) Act,0
2019,Washim,"The Prevention of Damage to Public Property Act, 1984",4
2019,Washim,"The Transplantation of Human Organs Act, 1994",0
2019,Washim,"The Trade Marks Act, 1999",0
2019,Washim,"The Citizenship Act, 1955",0
2019,Washim,"The Representation of the People Act, 1951",2
2019,Washim,Crime Against Women and Related Acts,2
2019,Washim,Children Related Acts,50
2019,Washim,Scheduled Castes and Scheduled Tribes Related Acts,1
2019,Washim,Information Technology/ Intellectual Property Related Acts,3
2019,Washim,"The Negotiable Instruments Act, 1881",0
2019,Washim,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2019,Washim,"Prevention of Corruption Act, 1988",14
2019,Washim,Finance & Economic Acts,14
2019,Washim,Environment & Pollution Related Acts,0
2019,Washim,Railway Related Acts,0
2019,Washim,Telegraph/ Cinematograph Acts,0
2019,Washim,"Food, Drugs and Essential Commodities Acts",8
2019,Washim,"The Mental Health Act, 1987",0
2019,Yavatmal,"The Arms Act, 1959",85
2019,Yavatmal,"The Narcotic Drugs & Psychotropic Substances Act, 1985",31
2019,Yavatmal,The Gambling Act,1959
2019,Yavatmal,"The Excise Act, 1944",0
2019,Yavatmal,Prohibition Act (State),5161
2019,Yavatmal,Indian Railways Act,0
2019,Yavatmal,Essential Commodities Act,8
2019,Yavatmal,"The Antiques and Art Treasures Act, 1972",0
2019,Yavatmal,"The Copy Right Act, 1957",3
2019,Yavatmal,"The Information Technology Act, 2000",11
2019,Yavatmal,"The Electricity Act, 2003",146
2019,Yavatmal,Wildlife Protection Act,0
2019,Yavatmal,Environmental (Protection) Act,1
2019,Yavatmal,The Air & The Water Prevention & Control of Pollution Act,0
