District,Year,Taluka,Rape,Kidnapping and Abduction,Dowry Cases,Sexual Assault,Unethical Business,Other Crimes against Women,Murder (Womb),Murder (other),Child Rape,Kidnapping and Abduction (Children),Abandonment,Other Crimes against Children
Nanded,2021,Mukhed,9,3,2,22,0,21,0,0,7.0,4,0,0
Nanded,2021,Deglur,4,3,0,12,0,17,0,0,1.0,4,0,0
Nandurbar,2018,Akkalkuva,0,2,0,0,0,18,3,4,5.0,8,9,10
Nandurbar,2018,Akrani,8,2,0,0,0,0,0,1,2.0,3,0,9
Nandurbar,2018,Taloda,2,4,0,2,0,8,0,0,4.0,2,0,0
Nandurbar,2018,Shahada,7,2,0,2,0,14,0,0,3.0,3,0,0
Nandurbar,2018,Nandurbar,7,4,1,0,0,83,0,1,11.0,33,0,1
Nandurbar,2018,Navapur,1,1,1,3,0,2,0,0,7.0,14,0,9
Nandurbar,2019,Akkalkuva,1,0,0,2,0,3,0,1,2.0,1,0,0
Nandurbar,2019,Akrani,2,0,1,3,0,2,0,0,2.0,3,0,0
Nandurbar,2019,Taloda,0,0,0,3,0,1,0,0,0.0,4,0,0
Nandurbar,2019,Shahada,6,2,0,25,0,18,1,0,7.0,16,0,2
Nandurbar,2019,Nandurbar,9,3,0,25,0,41,2,0,7.0,9,0,5
Nandurbar,2019,Navapur,2,0,0,5,0,10,0,0,2.0,6,0,1
Nandurbar,2020,Akkalkuva,2,0,1,4,0,3,0,1,3.0,4,0,1
Nandurbar,2020,Akrani,1,1,1,3,0,3,1,1,2.0,0,0,0
Nandurbar,2020,Taloda,3,0,0,3,0,2,0,1,0.0,8,0,2
Nandurbar,2020,Shahada,1,0,1,14,0,18,0,1,8.0,12,0,2
Nandurbar,2020,Nandurbar,2,2,2,18,0,32,0,0,7.0,25,0,5
Nandurbar,2020,Navapur,1,1,0,10,0,8,0,1,0.0,9,0,1
Nashik,2018,Surgana,0,0,0,0,0,3,0,0,0.0,7,0,0
Nashik,2018,Kalwan,3,0,0,0,0,15,0,0,5.0,7,0,2
Nashik,2018,Devala,0,0,0,0,0,20,0,0,3.0,6,0,1
Nashik,2018,Baglan,0,0,0,0,0,45,0,0,6.0,23,0,3
Nashik,2018,Malegaon,7,1,0,0,0,172,0,0,10.0,60,0,18
Nashik,2018,Nandgaon,3,0,0,0,0,73,0,0,4.0,13,0,8
Nashik,2018,Chandwad,1,0,0,0,0,21,0,0,5.0,25,0,1
Nashik,2018,Dindori,2,1,1,0,0,48,0,0,1.0,23,0,6
Nashik,2018,Peth,1,1,0,0,0,5,0,0,3.0,3,0,0
Nashik,2018,Trimbak,3,0,0,0,0,10,0,0,2.0,6,0,5
Nashik,2018,Nashik,29,0,2,1,14,102,0,0,31.0,260,9,16
Nashik,2018,Igatpuri,3,0,0,0,0,37,0,0,2.0,18,0,8
Nashik,2018,Sinner,3,1,0,0,0,36,0,0,8.0,21,0,3
Nashik,2018,Nifad,0,2,0,0,0,71,0,0,4.0,26,0,9
Nashik,2018,Yewala,6,0,0,0,0,32,0,0,2.0,15,0,1
Nashik,2019,Surgana,3,0,0,0,0,8,0,0,0.0,4,0,1
Nashik,2019,Kalwan,3,0,0,0,0,15,0,0,2.0,8,0,4
Nashik,2019,Devala,0,0,0,0,0,24,0,0,1.0,4,0,1
Nashik,2019,Baglan,2,0,0,0,0,33,0,0,10.0,21,0,3
Nashik,2019,Malegaon,9,0,0,0,1,245,0,0,18.0,44,0,19
Nashik,2019,Nandgaon,4,1,0,0,0,91,0,0,4.0,18,0,7
Nashik,2019,Chandwad,0,0,0,0,0,37,0,0,3.0,21,0,0
Nashik,2019,Dindori,0,2,0,0,0,43,0,0,8.0,33,0,11
Nashik,2019,Peth,0,0,0,0,0,4,0,0,0.0,7,0,1
Nashik,2019,Trimbak,1,0,0,0,0,18,0,0,4.0,13,0,3
Nashik,2019,Nashik,23,0,3,3,9,82,0,0,27.0,274,13,6
Nashik,2019,Igatpuri,9,1,0,0,0,34,0,0,3.0,10,0,4
Nashik,2019,Sinner,5,2,0,0,0,50,0,0,5.0,28,0,8
Nashik,2019,Nifad,5,2,0,0,0,84,0,0,11.0,42,0,11
Nashik,2019,Yewala,2,0,0,0,1,57,0,0,6.0,15,0,4
Nashik,2020,Surgana,0,0,0,0,0,2,0,0,1.0,6,0,0
Nashik,2020,Kalwan,0,0,0,0,0,16,0,0,2.0,7,0,3
Nashik,2020,Devala,0,0,0,0,0,14,0,0,1.0,5,0,1
Nashik,2020,Baglan,1,1,0,0,0,51,0,0,9.0,12,0,3
Nashik,2020,Malegaon,6,0,0,0,0,193,0,0,18.0,22,0,11
Nashik,2020,Nandgaon,4,0,0,0,2,57,0,0,5.0,4,0,6
Nashik,2020,Chandwad,1,0,0,0,0,33,0,0,5.0,13,0,2
Nashik,2020,Dindori,1,0,0,0,0,46,0,0,7.0,20,0,4
Nashik,2020,Peth,1,0,0,0,0,3,0,0,0.0,10,0,0
Nashik,2020,Trimbak,1,0,0,0,1,6,0,0,3.0,0,0,3
Nashik,2020,Nashik,28,0,3,8,2,7,2,2,37.0,150,4,8
Nashik,2020,Igatpuri,3,1,0,0,0,37,0,0,9.0,20,0,2
Nashik,2020,Sinner,4,0,0,0,0,77,0,0,4.0,21,0,6
Nashik,2020,Nifad,1,0,0,0,0,60,0,0,4.0,24,0,6
Nashik,2020,Yewala,2,0,0,0,0,53,0,0,3.0,10,0,3
Nashik,2021,Surgana,0,0,0,0,0,1,0,0,0.0,4,0,0
Nashik,2021,Kalwan,4,0,0,0,0,26,0,0,1.0,14,0,1
Nashik,2021,Devala,0,0,0,0,0,19,0,0,2.0,6,1,0
Nashik,2021,Baglan,0,0,0,0,0,52,0,0,6.0,37,0,4
Nashik,2021,Malegaon,5,0,0,0,1,271,0,0,17.0,78,0,15
Nashik,2021,Nandgaon,2,0,0,0,0,85,0,0,3.0,9,0,0
Nashik,2021,Chandwad,2,0,0,0,0,34,0,0,5.0,32,0,4
Nashik,2021,Dindori,4,1,2,0,0,36,0,0,8.0,36,0,2
Nashik,2021,Peth,1,0,0,0,0,9,0,0,3.0,5,0,1
Nashik,2021,Trimbak,1,0,0,0,0,12,0,0,7.0,19,0,0
Nashik,2021,Nashik,24,0,1,0,1,3,0,3,44.0,240,1,2
Nashik,2021,Igatpuri,8,0,0,0,1,20,0,0,7.0,22,1,2
Nashik,2021,Sinner,4,0,0,0,1,61,0,0,6.0,47,1,6
Nashik,2021,Nifad,2,0,0,0,0,79,0,0,8.0,56,0,2
Nashik,2021,Yewala,1,0,1,0,0,63,0,0,5.0,16,0,3
Dharashiv,2018,Paranda,6,9,,18,,14,,,4.0,7,2,4
Dharashiv,2018,Bhum,2,1,,5,,4,,,1.0,1,,2
Dharashiv,2018,Washi,,1,1,10,,5,,1,,1,,4
Dharashiv,2018,Kalamb,9,12,1,19,,12,,1,6.0,10,,6
Dharashiv,2018,Osmanabad,14,16,2,72,,20,,1,9.0,22,,15
Dharashiv,2018,Tuljapur,12,7,,32,,12,,1,8.0,7,,10
Dharashiv,2018,Lohara,5,2,,9,,6,,,5.0,3,,1
Dharashiv,2018,Umaraga,6,12,1,15,,13,,2,4.0,16,4,4
Dharashiv,2019,Paranda,5,2,0,21,0,21,0,0,3.0,1,1,6
Dharashiv,2019,Bhum,2,1,0,8,0,8,0,0,1.0,2,0,3
Dharashiv,2019,Washi,2,1,3,12,0,7,0,0,1.0,0,0,0
Dharashiv,2019,Kalamb,4,1,0,5,0,20,0,0,4.0,16,0,7
Dharashiv,2019,Osmanabad,4,1,0,47,0,27,0,0,4.0,20,0,12
Dharashiv,2019,Tuljapur,4,0,0,25,0,6,0,0,13.0,12,0,8
Dharashiv,2019,Lohara,2,0,0,12,0,2,0,0,3.0,1,0,2
Dharashiv,2019,Umaraga,1,1,0,19,0,21,0,1,7.0,11,1,5
Dharashiv,2020,Paranda,1,1,2,22,0,20,0,0,2.0,6,1,3
Dharashiv,2020,Bhum,0,0,1,4,0,5,0,1,0.0,0,0,1
Dharashiv,2020,Washi,2,1,0,6,0,2,0,0,1.0,4,0,2
Dharashiv,2020,Kalamb,4,2,2,12,0,10,0,1,3.0,16,0,5
Dharashiv,2020,Osmanabad,5,1,1,35,0,18,0,0,8.0,17,1,9
Dharashiv,2020,Tuljapur,2,1,0,19,0,9,0,0,7.0,19,2,5
Dharashiv,2020,Lohara,1,0,0,4,0,6,0,0,2.0,2,0,3
Dharashiv,2020,Umaraga,5,1,0,23,0,25,0,1,3.0,12,0,3
Dharashiv,2021,Paranda,8,0,1,18,0,26,0,0,3.0,5,0,8
Dharashiv,2021,Bhum,2,0,0,6,0,9,0,0,2.0,1,0,1
Dharashiv,2021,Washi,4,0,1,9,0,11,0,0,4.0,6,0,0
Dharashiv,2021,Kalamb,3,0,1,20,0,18,0,1,11.0,13,1,3
Dharashiv,2021,Osmanabad,8,0,2,33,0,36,0,0,9.0,21,0,8
Dharashiv,2021,Tuljapur,7,1,0,26,1,16,0,1,4.0,22,1,3
Dharashiv,2021,Lohara,2,0,0,9,0,10,0,0,1.0,6,0,1
Dharashiv,2021,Umaraga,1,0,0,26,3,39,0,0,3.0,15,5,3
Palghar,2018,Talasari,0,0,0,0,0,0,0,0,5.0,6,2,2
Palghar,2018,Dahanu,11,7,1,9,0,5,,,,,,
Palghar,2018,Vikramgad,0,0,0,0,0,0,0,2,24.0,23,0,7
Palghar,2018,Javhar,30,21,0,31,0,20,,,,,,
Palghar,2018,Mokhada,0,0,0,0,0,0,,,,,,
Palghar,2018,Wada,0,0,0,0,0,0,,,,,,
Palghar,2018,Palghar,19,42,1,52,1,12,0,1,13.0,56,1,12
Palghar,2018,Vasai,150,325,4,274,20,109,2,1,74.0,427,3,113
Palghar,2019,Talasari,0,0,0,0,0,0,0,0,0.0,0,0,0
Palghar,2019,Dahanu,7,4,0,9,0,4,0,0,4.0,2,0,4
Palghar,2019,Vikramgad,0,0,0,0,0,0,0,0,0.0,0,0,0
Palghar,2019,Javhar,14,18,0,39,0,15,0,1,9.0,18,1,8
Palghar,2019,Mokhada,0,0,0,0,0,0,0,0,0.0,0,0,0
Palghar,2019,Wada,0,0,0,0,0,0,0,0,0.0,0,0,0
Palghar,2019,Palghar,13,21,0,39,0,18,0,0,6.0,22,0,12
Palghar,2019,Vasai,62,158,1,225,4,47,0,2,32.0,209,1,51
Palghar,2020,Talasari,7,0,0,7,0,5,0,0,0.0,2,0,2
Palghar,2020,Dahanu,9,0,0,6,0,7,0,0,0.0,7,0,4
Palghar,2020,Vikramgad,8,0,0,11,0,4,0,0,0.0,9,0,3
Palghar,2020,Javhar,5,0,0,20,0,8,0,0,1.0,9,0,4
Palghar,2020,Mokhada,9,0,0,21,0,6,0,0,0.0,7,0,5
Palghar,2020,Wada,6,0,0,11,0,4,0,0,0.0,4,0,2
Palghar,2020,Palghar,20,1,0,46,1,16,0,0,0.0,33,0,9
Palghar,2020,Vasai,45,0,1,144,7,755,0,2,63.0,254,1,39
Palghar,2021,Talasari,4,4,0,1,0,1,0,0,2.0,4,0,2
Palghar,2021,Dahanu,9,12,0,15,0,10,0,2,3.0,12,1,7
Palghar,2021,Vikramgad,3,4,0,8,0,0,0,0,2.0,4,0,3
Palghar,2021,Javhar,6,0,0,5,0,3,0,0,4.0,0,0,0
Palghar,2021,Mokhada,6,2,0,9,0,1,0,0,6.0,3,0,2
Palghar,2021,Wada,7,6,0,9,0,6,0,0,4.0,8,0,1
Palghar,2021,Palghar,25,47,0,39,0,22,0,1,11.0,57,1,7
Palghar,2021,Vasai,181,366,4,343,34,245,0,1,170.0,664,4,80
Parbhani,2018,Selu,4,2,  ,12, ,25, , ,3.0,2, ,2
Parbhani,2018,Jintur,5,6,1,20, ,33, ,1,3.0,12,1,6
Parbhani,2018,Parbhani,16,18,5,57, ,82, , ,10.0,30,2,34
Parbhani,2018,Manvat, ,6, ,6, ,9, , ,1.0,4, ,2
Parbhani,2018,Pathari,2,3,1,15, ,13, , ,1.0,3, , 
Parbhani,2018,Sonpeth,3,3, ,8, ,4, , ,2.0,5, ,4
Parbhani,2018,Gangakhed,9,7,3,31, ,32, , ,5.0,11,1,5
Parbhani,2018,Palam,2,1, ,9, ,13, , ,1.0,1, ,1
Parbhani,2018,Purna,10,4,2,22, ,21, ,1,5.0,5,1,7
Parbhani,2019,Selu,0,1,0,8,0,0,0,0,1.0,6,0,3
Parbhani,2019,Jintur,3,2,0,24,0,0,0,0,7.0,16,1,8
Parbhani,2019,Parbhani,8,2,1,19,0,0,0,1,16.0,52,1,16
Parbhani,2019,Manvat,2,0,0,4,0,0,0,0,0.0,8,0,1
Parbhani,2019,Pathari,0,1,1,6,0,0,0,0,4.0,4,0,1
Parbhani,2019,Sonpeth,1,2,0,3,0,0,0,0,1.0,3,0,6
Parbhani,2019,Gangakhed,7,2,2,14,0,0,0,0,5.0,13,0,1
Parbhani,2019,Palam,1,0,1,6,0,0,0,0,0.0,1,0,1
Parbhani,2019,Purna,6,2,1,9,0,0,0,1,6.0,9,2,3
Parbhani,2020,Selu,2,0,0,8,0,10,0,1,1.0,4,0,2
Parbhani,2020,Jintur,5,0,1,22,0,17,0,0,6.0,5,0,1
Parbhani,2020,Parbhani,15,2,0,29,0,50,0,0,6.0,25,2,19
Parbhani,2020,Manvat,2,0,1,5,0,9,0,0,1.0,2,0,4
Parbhani,2020,Pathari,3,1,0,9,0,20,0,1,4.0,2,1,4
Parbhani,2020,Sonpeth,0,1,0,15,0,20,0,0,4.0,2,0,3
Parbhani,2020,Gangakhed,6,0,0,16,0,18,0,0,4.0,5,1,3
Parbhani,2020,Palam,0,0,0,5,0,8,0,0,3.0,2,0,3
Parbhani,2020,Purna,2,1,0,13,0,15,0,0,5.0,3,0,10
Parbhani,2021,Selu,1,0,1,11,0,30,0,0,1.0,5,1,0
Parbhani,2021,Jintur,9,2,4,28,0,24,0,1,2.0,3,0,2
Parbhani,2021,Parbhani,5,7,4,35,0,69,0,2,5.0,29,6,3
Parbhani,2021,Manvat,4,0,0,7,0,24,0,0,2.0,3,0,4
Parbhani,2021,Pathari,2,0,1,13,0,39,0,0,6.0,3,0,2
Parbhani,2021,Sonpeth,2,1,0,7,0,0,0,0,0.0,0,0,0
Parbhani,2021,Gangakhed,3,6,1,15,0,26,0,1,1.0,2,0,2
Parbhani,2021,Palam,1,2,0,5,0,8,0,0,2.0,2,0,0
Parbhani,2021,Purna,1,1,0,26,0,22,0,0,6.0,4,0,4
Pune,2018,Junnar,45,81,0,97,2,29,0,0,32.0,8,0,0
Pune,2018,Aambegaon,1,5,0,0,0,38,0,1,1.0,31,0,8
Pune,2018,Shirur,24,12,2,125,1,39,0,0,17.0,67,3,0
Pune,2018,Khed,3,0,11,16,0,5,0,1,3.0,21,0,3
Pune,2018,Maval,6,15,0,30,0,11,0,1,4.0,17,0,12
Pune,2018,Mulashi,5,0,0,0,0,0,0,0,0.0,11,0,0
Pune,2018,Haveli,36,0,0,0,0,0,0,0,0.0,75,0,0
Pune,2018,Pune City,214,469,5,0,75,0,,,,,,
Pune,2018,Daund,22,0,1,104,4,81,0,0,17.0,46,0,9
Pune,2018,Purandar,9,18,0,45,1,24,0,0,12.0,44,1,3
Pune,2018,Welhe,1,0,0,0,2,0,0,0,0.0,2,0,0
Pune,2018,Bhor,1,0,0,1,0,30,0,1,13.0,17,0,5
Pune,2018,Baramati,45,30,5,140,3,105,0,2,24.0,112,1,46
Pune,2018,Indapur,28,3,8,149,2,58,0,1,21.0,64,0,45
Pune,2019,Junnar,17,31,1,22,0,97,0,0,24.0,52,0,32
Pune,2019,Aambegaon,2,0,0,0,0,48,0,0,15.0,41,0,1
Pune,2019,Shirur,19,30,0,60,1,5,0,0,6.0,41,2,4
Pune,2019,Khed,2,0,8,0,1,0,0,0,4.0,39,0,5
Pune,2019,Maval,7,24,1,35,2,14,0,0,8.0,24,0,14
Pune,2019,Mulashi,3,0,0,0,0,15,0,0,2.0,14,0,0
Pune,2019,Haveli,93,2,7,440,5,172,5,4,118.0,592,6,25
Pune,2019,Pune City,76,434,3,279,65,317,0,0,226.0,641,0,0
Pune,2019,Daund,10,10,2,50,3,32,0,0,16.0,29,1,13
Pune,2019,Purandar,17,11,0,51,1,25,0,0,10.0,33,1,4
Pune,2019,Welhe,1,1,0,0,0,3,0,0,2.0,0,0,0
Pune,2019,Bhor,8,6,0,15,0,12,0,0,13.0,8,0,5
Pune,2019,Baramati,26,34,1,128,2,34,0,2,13.0,57,0,38
Pune,2019,Indapur,21,22,0,104,2,21,0,3,9.0,47,0,27
Pune,2020,Junnar,5,2,0,100,2,0,0,0,8.0,45,0,32
Pune,2020,Aambegaon,2,0,0,30,0,0,0,0,6.0,20,0,1
Pune,2020,Shirur,13,0,0,72,4,0,0,0,9.0,33,2,4
Pune,2020,Khed,0,0,0,12,0,0,0,0,4.0,15,0,5
Pune,2020,Maval,5,0,1,29,2,0,0,0,5.0,19,0,14
Pune,2020,Mulashi,2,0,0,8,1,0,0,0,6.0,15,0,0
Pune,2020,Haveli,17,1,1,63,0,0,5,4,94.0,510,6,10
Pune,2020,Pune City,30,5,7,2,106,157,0,0,107.0,90,378,0
Pune,2020,Daund,13,1,0,78,5,0,0,1,7.0,34,0,0
Pune,2020,Purandar,10,1,0,46,0,0,0,0,3.0,20,0,0
Pune,2020,Welhe,1,0,0,2,0,0,0,0,0.0,1,0,0
Pune,2020,Bhor,4,0,0,15,0,0,0,1,9.0,5,0,0
Pune,2020,Baramati,11,0,0,110,1,0,0,0,20.0,29,0,0
Pune,2020,Indapur,7,1,0,58,1,0,0,0,12.0,24,0,0
Pune,2021,Junnar,9,0,2,9,5,2,0,0,12.0,30,0,0
Pune,2021,Aambegaon,6,0,0,6,0,0,0,0,3.0,17,0,0
Pune,2021,Shirur,12,0,1,12,5,0,0,0,14.0,40,0,0
Pune,2021,Khed,23,0,0,7,0,0,0,2,4.0,84,4,13
Pune,2021,Maval,40,68,1,12,2,0,0,2,6.0,66,0,14
Pune,2021,Mulashi,19,95,0,6,0,0,0,2,3.0,48,0,5
Pune,2021,Haveli,65,308,1,5,0,0,4,1,64.0,314,3,64
Pune,2021,Pune City,300,0,1,39,0,469,0,2,212.0,594,0,149
Pune,2021,Daund,18,0,2,18,2,0,0,0,23.0,31,0,0
Pune,2021,Purandar,6,0,1,6,1,0,0,1,9.0,15,0,0
Pune,2021,Welhe,3,0,0,3,0,0,0,0,1.0,1,0,0
Pune,2021,Bhor,10,0,1,10,1,0,0,0,3.0,6,0,0
Pune,2021,Baramati,9,0,2,9,7,0,0,0,12.0,21,0,0
Pune,2021,Indapur,8,0,2,8,1,0,0,0,12.0,19,0,0
Raigad,2018,Uran,0,0,0,0,0,0,0,0,0.0,0,0,0
Raigad,2018,Panwel,0,0,0,12,0,5,0,0,2.0,10,0,0
Raigad,2018,Karjat,11,23,0,18,0,21,0,0,8.0,47,2,4
Raigad,2018,Khalapur,5,25,1,23,1,12,0,0,11.0,37,3,4
Raigad,2018,Pen,2,13,0,15,0,10,0,0,6.0,18,1,7
Raigad,2018,Alibag,4,14,1,20,0,11,0,0,5.0,20,0,6
Raigad,2018,Murud,0,0,0,14,0,4,0,0,1.0,2,0,1
Raigad,2018,Roha,2,8,0,8,0,8,0,1,6.0,11,0,0
Raigad,2018,Sudhagad,1,5,0,4,0,2,0,0,1.0,7,0,4
Raigad,2018,Mangaon,1,6,0,13,0,8,0,0,5.0,16,0,4
Raigad,2018,Tala,0,0,0,7,0,0,0,0,1.0,1,0,1
Raigad,2018,Shreevardhan,1,2,0,6,0,1,0,0,0.0,3,0,2
Raigad,2018,Mhasala,1,4,0,5,0,4,0,0,2.0,3,0,3
Raigad,2018,Mahad,4,10,0,12,0,4,0,0,2.0,11,0,3
Raigad,2018,Poladpur,0,5,0,2,0,2,0,0,1.0,5,0,1
Raigad,2019,Uran,0,0,0,0,0,0,0,0,0.0,0,0,0
Raigad,2019,Panwel,0,0,0,0,0,0,0,0,0.0,0,0,0
Raigad,2019,Karjat,8,0,0,0,0,12,0,0,2.0,24,0,0
Raigad,2019,Khalapur,5,0,0,0,0,5,0,0,4.0,7,0,0
Raigad,2019,Pen,6,0,0,0,0,12,0,0,5.0,9,0,2
Raigad,2019,Alibag,2,0,0,0,0,11,0,0,1.0,9,1,0
Raigad,2019,Murud,0,0,0,0,0,14,0,0,0.0,2,0,1
Raigad,2019,Roha,1,0,0,0,0,6,0,0,0.0,3,0,0
Raigad,2019,Sudhagad,1,0,0,0,0,5,0,0,0.0,7,0,0
Raigad,2019,Mangaon,5,0,0,0,0,9,0,0,4.0,13,0,0
Raigad,2019,Tala,1,0,0,0,0,3,0,0,1.0,1,0,0
Raigad,2019,Shreevardhan,1,0,0,0,0,4,0,0,0.0,2,0,0
Raigad,2019,Mhasala,1,0,0,0,0,5,0,0,1.0,2,0,1
Raigad,2019,Mahad,5,0,0,0,0,14,0,0,2.0,6,0,1
Raigad,2019,Poladpur,0,0,0,0,0,2,0,0,0.0,2,0,2
Raigad,2020,Uran,1,0,1,27,0,13,0,0,8.0,15,0,5
Raigad,2020,Panwel,31,0,0,74,1,83,0,0,29.0,75,4,21
Raigad,2020,Karjat,5,36,0,5,0,10,0,0,4.0,16,0,2
Raigad,2020,Khalapur,1,66,1,9,1,10,0,1,6.0,28,0,3
Raigad,2020,Pen,1,36,0,7,0,7,0,1,2.0,10,0,3
Raigad,2020,Alibag,2,44,0,7,0,10,1,0,3.0,9,0,1
Raigad,2020,Murud,0,5,0,0,0,2,0,0,1.0,0,0,0
Raigad,2020,Roha,2,30,0,4,0,8,0,1,4.0,5,0,3
Raigad,2020,Sudhagad,0,18,0,2,0,0,0,0,1.0,6,0,1
Raigad,2020,Mangaon,1,27,0,7,0,4,0,0,1.0,4,0,3
Raigad,2020,Tala,0,6,0,4,0,0,0,0,0.0,0,0,1
Raigad,2020,Shreevardhan,0,15,0,3,0,1,0,0,2.0,1,0,1
Raigad,2020,Mhasala,0,5,0,4,0,1,0,0,2.0,1,0,3
Raigad,2020,Mahad,2,35,0,10,0,6,0,0,5.0,15,0,4
Raigad,2020,Poladpur,0,8,0,1,0,2,0,0,2.0,2,0,0
Raigad,2021,Uran,4,0,0,27,9,7,0,0,5.0,17,0,9
Raigad,2021,Panwel,38,4,0,88,5,34,0,2,40.0,96,3,30
Raigad,2021,Karjat,4,15,0,12,0,11,0,0,5.0,23,1,7
Raigad,2021,Khalapur,6,18,1,13,1,15,0,0,6.0,26,0,2
Raigad,2021,Pen,4,13,0,11,0,6,0,1,7.0,17,0,1
Raigad,2021,Alibag,2,11,0,12,1,10,1,0,4.0,20,3,4
Raigad,2021,Murud,2,1,0,1,0,3,0,0,0.0,1,0,0
Raigad,2021,Roha,3,7,0,4,0,5,0,0,5.0,9,1,0
Raigad,2021,Sudhagad,0,6,0,1,0,2,0,0,3.0,8,0,2
Raigad,2021,Mangaon,0,6,0,3,0,9,0,1,7.0,14,0,2
Raigad,2021,Tala,0,2,0,2,0,3,0,0,1.0,3,0,1
Raigad,2021,Shreevardhan,2,1,0,3,0,3,0,0,0.0,2,0,1
Raigad,2021,Mhasala,0,2,0,0,0,0,0,0,2.0,2,0,0
Raigad,2021,Mahad,1,4,0,8,0,5,0,0,0.0,2,0,1
Raigad,2021,Poladpur,0,1,0,1,0,0,0,0,2.0,2,0,1
Ratnagiri,2018,Mandangad,0,0,0,2,0,0,0,0,0.0,0,0,0
Ratnagiri,2018,Dapoli,0,0,0,6,0,6,0,0,3.0,4,0,1
Ratnagiri,2018,Khed,0,0,0,4,0,3,0,0,2.0,8,0,5
Ratnagiri,2018,Chiplun,3,0,0,16,0,10,0,0,10.0,16,0,2
Ratnagiri,2018,Guhagar,2,0,0,6,0,3,0,0,3.0,2,0,0
Ratnagiri,2018,Ratnagiri,3,1,0,26,0,11,0,0,7.0,15,0,6
Ratnagiri,2018,Sangameshwar,2,0,0,9,0,1,0,0,5.0,2,0,1
Ratnagiri,2018,Lanja,0,0,0,2,0,3,0,0,0.0,4,0,1
Ratnagiri,2018,Rajapur,1,0,0,5,0,1,0,0,1.0,4,0,2
Ratnagiri,2019,Mandangad,0,0,0,3,0,0,0,0,1.0,0,0,0
Ratnagiri,2019,Dapoli,0,0,0,7,0,6,0,0,3.0,7,0,2
Ratnagiri,2019,Khed,1,0,1,6,0,3,0,0,3.0,11,0,4
Ratnagiri,2019,Chiplun,3,0,0,19,0,10,0,0,12.0,18,0,3
Ratnagiri,2019,Guhagar,2,0,0,6,0,3,0,0,3.0,4,0,0
Ratnagiri,2019,Ratnagiri,3,1,0,32,0,11,0,1,7.0,18,0,9
Ratnagiri,2019,Sangameshwar,2,0,0,12,0,2,0,0,6.0,3,0,3
Ratnagiri,2019,Lanja,0,0,0,4,0,4,0,0,1.0,7,0,1
Ratnagiri,2019,Rajapur,1,0,0,8,0,1,0,0,1.0,5,0,2
Ratnagiri,2021,Mandangad,1,0,0,10,0,13,0,0,0.0,9,0,1
Ratnagiri,2021,Dapoli,1,0,0,8,0,2,0,0,3.0,8,0,0
Ratnagiri,2021,Khed,0,0,0,4,0,1,0,0,1.0,3,0,4
Ratnagiri,2021,Chiplun,6,0,0,15,0,10,0,0,6.0,16,1,1
Ratnagiri,2021,Guhagar,1,0,0,2,0,0,0,0,1.0,3,1,2
Ratnagiri,2021,Ratnagiri,1,0,0,3,0,0,0,0,4.0,6,0,1
Ratnagiri,2021,Sangameshwar,6,2,0,9,1,19,0,0,6.0,17,0,2
Ratnagiri,2021,Lanja,0,0,0,1,0,1,0,0,1.0,7,0,0
Ratnagiri,2021,Rajapur,1,0,0,4,0,4,0,0,8.0,3,0,0
Sangli,2018,Shirala,4,0,0,17,0,7,0,0,5.0,11,0,0
Sangli,2018,Valava,4,2,1,43,2,25,0,0,14.0,33,0,1
Sangli,2018,Palus,3,0,2,20,1,4,0,0,4.0,8,0,0
Sangli,2018,Kadegaon,3,0,2,17,0,5,0,0,4.0,12,0,0
Sangli,2018,Khanapur,2,0,0,21,0,8,0,0,8.0,14,0,0
Sangli,2018,Aatpadi,6,0,3,13,0,5,0,0,7.0,7,0,0
Sangli,2018,Tasgaon,2,0,3,35,0,20,0,0,4.0,19,0,0
Sangli,2018,Miraj,14,1,2,112,15,48,0,0,25.0,56,3,1
Sangli,2018,Ku. Mahakal,5,1,1,12,0,4,0,0,1.0,5,0,0
Sangli,2018,Jat,4,1,0,15,0,13,0,0,4.0,17,0,4
Sangli,2019,Shirala,4,0,2,5,0,6,0,0,3.0,7,0,1
Sangli,2019,Valava,5,2,1,48,0,21,0,0,9.0,47,2,10
Sangli,2019,Palus,0,0,0,6,0,15,0,0,4.0,5,0,3
Sangli,2019,Kadegaon,3,0,0,10,0,1,0,0,4.0,5,1,1
Sangli,2019,Khanapur,2,0,0,12,0,12,0,0,8.0,21,0,6
Sangli,2019,Aatpadi,1,0,0,26,0,10,0,1,6.0,6,0,4
Sangli,2019,Tasgaon,6,0,0,21,0,10,0,1,8.0,15,1,3
Sangli,2019,Miraj,12,0,3,60,5,47,0,0,31.0,75,1,26
Sangli,2019,Ku. Mahakal,2,0,1,12,0,8,0,0,4.0,9,0,4
Sangli,2019,Jat,4,0,2,24,0,15,0,0,12.0,2,0,8
Sangli,2020,Shirala,3,0,0,15,0,4,0,1,4.0,9,0,1
Sangli,2020,Valava,11,0,0,44,0,23,0,1,7.0,38,2,10
Sangli,2020,Palus,1,0,0,8,0,12,0,0,3.0,12,0,1
Sangli,2020,Kadegaon,1,0,0,7,0,5,0,0,5.0,11,1,4
Sangli,2020,Khanapur,0,0,0,15,0,13,0,0,3.0,19,0,2
Sangli,2020,Aatpadi,2,0,0,21,0,7,0,0,5.0,11,0,8
Sangli,2020,Tasgaon,6,0,0,19,0,22,0,0,4.0,15,0,5
